OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
15686,Enlow,Wildfire Daily Fire Perimeter,Mixed Methods,172.844302310663,2022/04/03 15:43:21+00,2022/04/03 15:47:38+00,2022/01/18 15:27:00+00,172.843688557886,{14286984-0208-4B37-B52B-FF2D738CF00E},2022 NIFS,,DEFAULT,,2022/01/19 02:23:13+00,2022/01/24 22:10:23+00,173,150,TXTIC,,,,,,,,,Undetermined,Undetermined,,,,2022/01/18 21:27:45+00,Type 5 Incident,2022/01/24 22:10:32+00,,,,,,,SACC,,,,,,Enlow,,WF,FI,32.23378748,-99.40712366,,,{D48BF6D5-4527-4532-AB68-DCAA6B5E6983},,0,,,,,0,220325,100,,,Callahan,TXTIC,48059,SFS,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220325,No Decision,wires,wires,0,,,,IRWIN,,2022/01/24 22:11:10+00,2022/01/18 23:02:25+00,{79D9E37D-CA30-4A0D-B31B-470B838C2025},0,,,0.0560418497736752,-6.69357383949174e-05
15687,Hawk,Wildfire Daily Fire Perimeter,Mixed Methods,104.311149759423,2022/04/03 15:45:54+00,2022/04/03 15:47:38+00,2022/02/15 15:59:00+00,104.310793054017,{B1142EE6-FD7D-46A3-B47B-0C433C1B3C41},2022 NIFS,,DEFAULT,,2022/02/16 15:42:54+00,2022/02/18 00:34:11+00,104,100,TXTIC,,,,,Active,,,,Human,Utilities,Power Generation/Transmission,,,2022/02/15 21:59:07+00,Type 5 Incident,2022/02/18 00:34:18+00,,,,,,,SACC,,,,,,Hawk,,WF,FI,33.92944444,-98.62972222,,,{07A79CC7-E6BA-475D-AE97-B00DEC53E556},,0,,,,,0,221026,100,,,Wichita,TXTIC,48485,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221026,No Decision,wires,wires,0,,,,IRWIN,,2022/02/18 00:35:06+00,2022/02/15 22:27:15+00,{204189B8-8DD8-4BC9-AD4F-7BB720971A2D},0,,,0.0299796136170367,-4.11590903499268e-05
15688,Bagley,Wildfire Daily Fire Perimeter,Mixed Methods,26.7156946399561,2022/04/03 15:48:41+00,2022/04/03 15:52:42+00,2022/02/28 14:00:59+00,26.7155980160146,{8F0F9FF8-5D7D-4764-B2DB-1DBCDA1C4F30},2022 NIFS,,DEFAULT,,2022/02/28 23:00:05+00,2022/03/02 23:00:00+00,27,15,TXTIC,,,,,Minimal,,,,Human,Other Human Cause,Cutting/Welding,,,2022/02/28 20:01:34+00,Type 5 Incident,2022/03/02 23:00:59+00,,,,,,,SACC,,,,,,Bagley,,WF,FI,32.22328,-99.05742,,,{16E27D1A-FF90-48A7-B75A-7AE981E37E9A},,0,,,,,1,221236,100,,,Eastland,TXTIC,48133,SFS,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-221236,No Decision,wires,wires,0,,,,IRWIN,,2022/03/03 23:35:36+00,2022/02/28 21:20:50+00,{B9110437-21EE-413C-BB52-A4F5D7FCA259},0,,,0.0141928134208612,-1.03433372082518e-05
15689,Mcleskey Colony,Wildfire Daily Fire Perimeter,Mixed Methods,74.1972816468698,2022/04/03 15:49:44+00,2022/04/03 15:52:42+00,2022/01/30 16:31:00+00,74.1968454836408,{23B5B029-893F-4225-80E5-CBD63684A809},2022 NIFS,,DEFAULT,,2022/01/31 05:11:52+00,2022/02/04 23:24:51+00,74,25,TXTIC,,,,,Minimal,,,,Undetermined,Undetermined,,,,2022/01/30 22:31:19+00,Type 5 Incident,2022/02/04 23:24:58+00,,,,,,,SACC,,,,,,Mcleskey Colony,,WF,FI,32.45638889,-98.69083333,,,{7155EF68-D17C-4F9E-9F2B-9CEFC500FDF7},,0,,,,,1,220595,100,,,Eastland,TXTIC,48133,SFS,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-220595,No Decision,wires,wires,0,,,,IRWIN,,2022/02/04 23:25:26+00,2022/01/31 00:41:58+00,{327351C5-D948-41DF-BDE3-D1C68A8421E0},0,,,0.0300014329528815,-2.87973821023694e-05
15690,Lee,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,7.47820124962555,2022/04/03 15:54:17+00,2022/04/03 15:59:18+00,2022/02/22 01:12:59+00,7.4781734439043,{D428D5A5-BA4C-4551-89E6-D859A0941BBF},2022 NIFS,,DEFAULT,,2022/02/22 02:36:21+00,2022/02/23 22:42:39+00,7,6,TXTIC,,,,,,,,,Undetermined,Undetermined,,,,2022/02/21 21:57:42+00,Type 5 Incident,2022/02/23 22:42:45+00,,,,,,,SACC,,,,,,Lee,,WF,FI,32.83168581,-98.06071191,,,{FCFF838B-65E2-4A83-8A25-EB53A2E62D44},,0,,,,,0,221186,100,,,Palo Pinto,TXTIC,48363,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-221186,No Decision,wires,wires,0,,,,IRWIN,,2022/02/23 22:43:00+00,2022/02/21 22:10:06+00,{525EE7E6-944A-4E3B-9FB9-1FA510A88B47},0,,,0.00766800570277518,-2.91447059259599e-06
15691,Brazos Telephone,Wildfire Daily Fire Perimeter,Mixed Methods,128.206450847448,2022/04/03 15:54:17+00,2022/04/03 16:00:26+00,2022/03/16 16:18:59+00,128.206089462514,{6D07D837-D54D-46E4-92DF-B30A4806F2DD},2022 NIFS,,DEFAULT,,2022/03/17 02:07:04+00,2022/03/18 22:16:07+00,128,20,TXTIC,,,,,Active,,,,Human,Utilities,Power Generation/Transmission,,,2022/03/16 21:19:02+00,Type 5 Incident,2022/03/18 22:16:14+00,,,,,,,SACC,,,,,,Brazos Telephone,,WF,FI,33.317192,-98.76536,,,{6E8939A6-A6D6-4C97-9C25-59BFCFB368E4},,0,,,,,1,221683,100,,,Young,TXTIC,48503,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-221683,No Decision,wires,wires,0,,,,IRWIN,,2022/03/18 22:16:44+00,2022/03/16 22:34:57+00,{C5A69FB2-6BDE-425B-A075-2B6DBA051AEE},0,,,0.0373703282622743,-5.02368501258124e-05
15692,Ligon,Wildfire Daily Fire Perimeter,Mixed Methods,44.007995074905,2022/04/03 15:54:17+00,2022/04/03 15:59:43+00,2022/01/04 16:15:59+00,44.007835166881,{4A648A38-2FC3-4A90-A4C0-BC3EA492869E},2022 NIFS,,DEFAULT,,2022/01/05 01:48:58+00,2022/01/07 14:09:46+00,44,50,TXTIC,,,,,,,,,Undetermined,Undetermined,Under investigation,,,2022/01/04 22:16:50+00,Type 5 Incident,2022/01/07 14:10:02+00,,,,,,,SACC,,,,,,Ligon,,WF,FI,33.26611111,-98.52194444,,,{7A6B582D-2837-403C-8E64-94A0F0D13E69},,0,,,,,1,220075,100,,,Young,TXTIC,48503,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220075,No Decision,wires,wires,0,,,,IRWIN,,2022/01/07 14:10:44+00,2022/01/04 22:57:37+00,{BEE6C4D0-14D6-4C63-ADCF-3871ED0FE7CC},0,,,0.0230517827526045,-1.72340916596031e-05
15693,Keller Road,Wildfire Daily Fire Perimeter,Mixed Methods,22.4383073550044,2022/04/03 15:54:17+00,2022/04/03 16:00:26+00,2022/01/30 15:41:00+00,22.4382271966145,{2BBAC9FD-4155-4FED-A7B8-1C7B82E2F9F4},2022 NIFS,,DEFAULT,,2022/01/31 15:22:56+00,2022/02/04 23:22:06+00,20,100,TXTIC,,,,,,,,,Human,Debris/Open Burning,Yard Debris,,,2022/01/30 21:41:09+00,Type 5 Incident,2022/02/04 23:22:16+00,,,,,,,SACC,,,,,,Keller Road,,WF,FI,32.8065,-98.16283333,,,{ACEDD1FC-4275-4288-8679-99CA87C45846},,0,,,,,0,220591,100,,,Palo Pinto,TXTIC,48363,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220591,No Decision,wires,wires,0,,,,IRWIN,,2022/02/04 23:22:51+00,2022/01/30 22:01:35+00,{75010607-1F10-412F-AB23-8B68CFF844CF},0,,,0.0148127839162283,-8.74269386720572e-06
15694,Owens,Wildfire Daily Fire Perimeter,Mixed Methods,165.892521542052,2022/04/03 15:54:17+00,2022/04/03 16:00:26+00,2022/03/18 15:46:00+00,165.891918228413,{2AB8C72A-6E49-4AB9-A92D-E7C0B4E6CBCB},2022 NIFS,,DEFAULT,,2022/03/19 02:59:15+00,2022/03/22 02:20:38+00,166,100,TXTIC,,,,,,,,,Human,Equipment,"Other, Known",,,2022/03/18 20:46:21+00,Type 5 Incident,2022/03/22 02:20:48+00,,,,,,,SACC,,,,,,Owens,,WF,FI,33.0997951,-98.22977058,,,{E8E0761F-89EE-4F3C-BAE5-1940C0FAB842},,0,,,,,0,221771,100,,,Jack,TXTIC,48237,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-221771,No Decision,wires,wires,0,,,,IRWIN,,2022/03/22 02:21:10+00,2022/03/18 23:30:35+00,{102D36C4-D9EF-4C15-A329-59944BB53BC9},0,,,0.037114994562072,-6.48395693351238e-05
15695,Fondren,Wildfire Daily Fire Perimeter,Mixed Methods,54.2639997266653,2022/04/03 15:54:17+00,2022/04/03 16:00:26+00,2022/03/28 13:55:00+00,54.2637902820397,{B12E0BAC-4559-451D-9BDB-5B5CC33E6A42},2022 NIFS,,DEFAULT,,2022/03/29 00:45:51+00,2022/03/30 23:19:22+00,54,10,TXTIC,,,,,Minimal,,,,Undetermined,,,,,2022/03/28 18:55:09+00,Type 5 Incident,2022/03/30 23:19:22+00,,,,,,,SACC,,,,,,Fondren,,WF,FI,32.94766677,-97.9632161,,,{6CAF7ED3-B631-4FAB-BEEF-CCEB9E59A652},,0,,,,,0,222159,100,,,Parker,TXTIC,48367,State,TXTXS,,Private,Private,,,,,,,SA06,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2022-TXTXS-222159,No Decision,wires,wires,0,,,,IRWIN,,2022/03/30 23:19:42+00,2022/03/28 19:56:17+00,{DD44B473-3DE8-4C42-BC94-EDB98EA332B1},0,,,0.0318594141315918,-2.11751946107682e-05
15696,TW,Wildfire Daily Fire Perimeter,Mixed Methods,11.4559288854336,2022/04/03 15:54:17+00,2022/04/03 16:00:26+00,2022/01/14 23:51:00+00,11.4559326629388,{758D99DA-FEDC-4DB1-B34F-6263C26F8495},2022 NIFS,,DEFAULT,,2022/01/15 08:12:09+00,2022/01/16 22:18:50+00,11.5,50,TXTIC,,,,,Moderate,,,,Human,Utilities,Power Generation/Transmission,,,2022/01/15 05:51:14+00,Type 4 Incident,2022/01/16 22:18:57+00,,,,,,,SACC,,,,,,TW,,WF,FI,32.80372705,-98.16791231,,,{14E10628-3D9B-4D46-B28C-7DA5441E4DC9},,0,,,,,1,220255,100,,,Palo Pinto,TXTIC,48363,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-220255,No Decision,wires,wires,0,,,,IRWIN,,2022/01/16 22:19:46+00,2022/01/15 06:22:11+00,{77B282DB-EA78-4551-B181-8C0D0C505695},0,,,0.0139335489491036,-4.46420162254497e-06
15697,Newcastle,Wildfire Daily Fire Perimeter,Mixed Methods,54.5232224898588,2022/04/03 15:54:17+00,2022/04/03 16:00:26+00,2022/03/12 16:11:00+00,54.5229974194503,{ACCDDF33-B8BC-45DE-9D42-C39C2FF88D9F},2022 NIFS,,DEFAULT,,2022/03/13 03:20:42+00,2022/03/15 00:00:00+00,54,60,TXTIC,,,,,,,,,Human,Debris/Open Burning,,,,2022/03/12 22:11:53+00,Type 5 Incident,2022/03/15 00:01:00+00,,,,,,,SACC,,,,,,Newcastle,,WF,FI,33.25927,-98.88365,,,{DF621A99-1862-4DB0-8F6A-92B5F3370499},,0,,,,,0,221580,100,,,Young,TXTIC,48503,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221580,No Decision,wires,wires,0,,,,IRWIN,,2022/03/15 19:46:44+00,2022/03/12 23:57:00+00,{32718931-96A8-4530-BBE1-CFB80835F88C},0,,,0.0251556659013164,-2.13503112085855e-05
15698,Long,Wildfire Daily Fire Perimeter,Hand Sketch,30.7635862907166,2022/04/03 15:54:57+00,2022/04/03 15:59:18+00,2022/03/01 21:05:40+00,30.7634762956199,{7ECF6583-781E-4833-9340-350A77B8DB05},2022 NIFS,,DEFAULT,,2022/03/01 23:44:46+00,2022/03/03 23:33:18+00,30.5,57,TXTIC,,,,,,,,,Undetermined,Undetermined,,,,2022/02/28 22:28:19+00,Type 5 Incident,2022/03/03 23:33:26+00,,,,,,,SACC,,,,,,Long,,WF,FI,32.69818333,-98.35826667,,,{A6CAC1C8-943C-4F80-97DD-2A5FD7243EBB},,0,,,,,0,221244,100,,,Palo Pinto,TXTIC,48363,SFS,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221244,No Decision,wires,wires,0,,,,IRWIN,,2022/03/03 23:33:44+00,2022/03/01 00:51:22+00,{6B4AE66A-FB6E-43BA-8093-0C918FAEF78D},0,,,0.02367809630268,-1.19713626083733e-05
15699,Old Houston,Wildfire Daily Fire Perimeter,Mixed Methods,8.57497612014108,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/02/09 13:05:59+00,8.57494463503026,{B158CE17-AE76-46E8-94CD-A8890692E778},2022 NIFS,,DEFAULT,,2022/02/09 22:21:23+00,2022/02/12 15:20:19+00,9,6,TXTIC,,,,,Minimal,,,,Human,Debris/Open Burning,,,,2022/02/09 19:06:42+00,Type 4 Incident,2022/02/12 15:20:33+00,,,,,,,SACC,,,,,,Old Houston,,WF,FI,28.41713333,-97.72855,,,{9712C490-A9F5-4C46-82F5-26B0B00066A5},,0,,,,,1,220742,100,,,Bee,TXTIC,48025,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220742,No Decision,wires,wires,0,,,,IRWIN,,2022/02/12 15:21:11+00,2022/02/09 19:25:21+00,{50EC7C65-BD5F-4820-8271-24770BC62AC2},0,,,0.00913286997891915,-3.19569867377318e-06
15700,Crooked Creek,Wildfire Daily Fire Perimeter,Mixed Methods,150.662199904814,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/03/27 16:02:59+00,150.661653010041,{EF767DB8-1AD6-44A1-8866-95A4E7EE6D9E},2022 NIFS,,DEFAULT,,2022/03/29 23:54:35+00,2022/04/01 21:00:14+00,150,75,TXTIC,,,,,,,,,Human,Equipment and vehicle use,Tractors/mowers/brush hogs,,,2022/03/27 21:03:41+00,Type 5 Incident,2022/04/01 21:00:14+00,,,,,,,SACC,,,,,,Crooked Creek,,WF,FI,30.1975,-99.32111111,,,{168A6DDB-C423-46CE-A841-E8AC2CE625D8},,0,,,,,0,222111,100,,,Kerr,TXTIC,48265,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222111,No Decision,wires,wires,0,,,,IRWIN,,2022/04/01 21:00:46+00,2022/03/27 22:16:03+00,{19A3DE89-CE76-405F-8F1C-703E88B26E84},0,,,0.0318232192388303,-5.71218094563215e-05
15701,Sunday Late,Wildfire Daily Fire Perimeter,Mixed Methods,178.066539142654,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/20 15:49:00+00,178.064402627094,{03B3BEC8-2BCF-4740-9F94-9A69F34167AC},2022 NIFS,,DEFAULT,,2022/03/21 17:49:11+00,2022/03/26 23:35:54+00,175,202,TXTIC,,,,,,,,,Undetermined,Undetermined (remarks required),,,,2022/03/20 20:49:08+00,Type 5 Incident,2022/03/26 23:35:54+00,,,,,,,SACC,,,,,,Sunday Late,,WF,FI,28.107971,-98.100248,,,{F01F369A-6ABD-4173-8E06-ECB552D7DCA4},,0,,,,,0,221859,100,,,Live Oak,TXTIC,48297,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221859,No Decision,wires,wires,0,,,,IRWIN,,2022/03/26 23:36:11+00,2022/03/20 21:59:01+00,{604C12C6-69AF-446C-B90A-C8A773F10623},0,,,0.0535342182788494,-6.6172698487157e-05
15702,Sands,Wildfire Daily Fire Perimeter,Mixed Methods,3.19651286489433,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/18 22:19:35+00,3.19650147438213,{217A17C8-4007-42BA-BE2E-1D915BC44807},2022 NIFS,,DEFAULT,,2022/03/18 22:44:20+00,2022/03/22 13:37:17+00,3,30,TXTIC,,,,,,,,,Human,Utilities,,,,2022/03/18 20:35:59+00,Type 5 Incident,2022/03/22 13:37:35+00,,,,,,,SACC,,,,,,Sands,,WF,FI,28.02734665,-97.84176973,,,{2E363D36-0E0B-4839-AED8-873AE08808C2},,0,,,,,0,221770,100,,,Jim Wells,TXTIC,48249,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221770,No Decision,wires,wires,0,,,,IRWIN,,2022/03/22 19:56:54+00,2022/03/18 22:15:46+00,{455E998D-6611-4B08-A7CE-3D98464182CE},0,,,0.00537755764614471,-1.18701302600693e-06
15703,Silver Oak,Wildfire Daily Fire Perimeter,Mixed Methods,2.20190948939366,2022/04/03 16:22:39+00,2022/04/03 16:55:08+00,2022/03/12 16:47:59+00,2.2019016408354,{843054BF-B5B7-466C-A265-53B8E3B6BA1E},2022 NIFS,,DEFAULT,,2022/03/13 00:08:31+00,2022/03/13 22:50:23+00,2,4,TXTIC,,,,,,,,,Undetermined,Undetermined,,,,2022/03/12 22:48:50+00,Type 5 Incident,2022/03/13 22:50:30+00,,,,,,,SACC,,,,,,Silver Oak,,WF,FI,28.556493,-97.84937,,,{1B5D595F-5EEB-46B7-AE49-D121BCC3AB72},,0,,,,,0,221581,100,,,Bee,TXTIC,48025,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221581,No Decision,wires,wires,0,,,,IRWIN,,2022/03/13 22:50:38+00,2022/03/12 23:22:56+00,{B1F3DA48-5BFA-4672-B240-8D85203585AF},0,,,0.00703747989790351,-8.21728633393257e-07
15704,Chicken House,Wildfire Daily Fire Perimeter,Mixed Methods,26.1512041025212,2022/04/03 16:23:47+00,2022/04/03 16:55:08+00,2022/02/10 15:13:00+00,26.1511000849182,{A1781844-8B52-445C-948C-DF5D1D381D38},2022 NIFS,,DEFAULT,,2022/02/11 00:07:14+00,2022/02/14 23:31:28+00,26.2,15,TXTIC,,,,,Minimal,,,,Human,Other Human Cause,Cutting/Welding,,,2022/02/10 21:13:43+00,Type 5 Incident,2022/02/14 23:31:35+00,,,,,,,SACC,,,,,,Chicken House,,WF,FI,29.583524,-97.52887,,,{642AD9BB-5C14-4C02-AA71-03C1B3956E24},,0,,,,,0,220804,100,,,Gonzales,TXTIC,48177,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220804,No Decision,wires,wires,0,,,,IRWIN,,2022/02/14 23:32:02+00,2022/02/10 22:30:34+00,{9FB1D108-41E8-4DFF-97F1-39B9389FC31C},0,,,0.0128379055625097,-9.85450144593257e-06
15705,Girlison,Wildfire Daily Fire Perimeter,Mixed Methods,151.715560275621,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/25 13:46:00+00,151.714884300327,{EB60BD5B-87F9-43C6-8E05-3C5AB89481C7},2022 NIFS,,DEFAULT,,2022/03/26 00:17:20+00,2022/03/27 22:33:26+00,152,50,TXTIC,,,,,Moderate,,,,Undetermined,,,,,2022/03/25 18:46:05+00,Type 5 Incident,2022/03/27 22:33:26+00,,,,,,,SACC,,,,,,Girlison,,WF,FI,27.65239579,-98.01372077,,,{60AF3767-02C1-46ED-829D-5687B88D996E},,0,,,,,0,222011,100,,,Jim Wells,TXTIC,48249,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222011,No Decision,wires,wires,0,,,,IRWIN,,2022/03/27 22:33:35+00,2022/03/25 20:03:09+00,{E7856AED-033B-4C32-8E7E-67E1F59D5C62},0,,,0.0357254238737,-5.61510428394911e-05
15706,Los Olmos,Wildfire Daily Fire Perimeter,Mixed Methods,98.7035390437985,2022/04/03 16:24:49+00,2022/04/03 16:55:08+00,2022/03/17 16:21:59+00,98.7031704943352,{42D3AD0A-F05D-4501-9C64-FFC24BB89A12},2022 NIFS,,DEFAULT,,2022/03/18 03:43:54+00,2022/03/20 00:15:59+00,99,75,TXTIC,,,,,Minimal,,,,Human,Equipment,Motor Vehicle,,,2022/03/17 21:22:41+00,Type 5 Incident,2022/03/20 00:16:09+00,,,,,,,SACC,,,,,,Los Olmos,,WF,FI,27.29866258,-97.74942093,,,{5387C315-C278-4164-8700-CAEE40C3BCA7},,0,,,,,0,221736,100,,,Kleberg,TXTIC,48273,SFS,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221736,No Decision,wires,wires,0,,,,IRWIN,,2022/03/20 00:16:31+00,2022/03/17 23:28:36+00,{6CD430C7-A45C-4DC3-9F7A-0BE19C35FCEC},0,,,0.0410342308276621,-3.64157035652027e-05
15707,Two Axes,Wildfire Daily Fire Perimeter,Mixed Methods,234.284169212424,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/19 16:42:00+00,234.28172883849,{75829C17-866A-4953-B6E7-02AE092AE12E},2022 NIFS,,DEFAULT,,2022/03/20 02:48:02+00,2022/03/25 23:07:05+00,240,300,TXTIC,,,,,,,,,Human,Debris/Open Burning,Broadcast/Prescribed Burn,,,2022/03/19 21:42:49+00,Type 5 Incident,2022/03/25 23:07:05+00,,,,,,,SACC,,,,,,Two Axes,,WF,FI,26.99472222,-98.27666667,,,{58B710FA-A080-4E52-A523-2CCFD0FC1663},,0,,,,,0,221798,100,,,Brooks,TXTIC,48047,State,TXTXS,,Private,Private,,,,,,,SA16,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221798,No Decision,wires,wires,0,,,,IRWIN,,2022/03/25 23:07:30+00,2022/03/19 23:32:23+00,{600B1610-7119-43C2-A77C-976699A5F59F},0,,,0.0556012494837203,-8.62004471538143e-05
15708,Slim Jim,Wildfire Daily Fire Perimeter,Mixed Methods,9.90716228304252,2022/04/03 16:23:47+00,2022/04/03 16:55:08+00,2022/02/15 12:00:00+00,9.9071171080215,{1BDC4F78-31FE-457C-A4C9-55F0DDBE94AF},2022 NIFS,,DEFAULT,,2022/02/16 00:43:17+00,2022/02/18 16:37:35+00,9.9,7,TXTIC,,,,,,,,,Human,Equipment,Motor Vehicle,,,2022/02/15 22:12:42+00,Type 5 Incident,2022/02/18 16:37:45+00,,,,,,,SACC,,,,,,Slim Jim,,WF,FI,29.73113667,-97.65653167,,,{2E46C733-8E87-4FEC-AB7D-A6A1E3E26CE0},,0,,,,,0,221029,100,,,Caldwell,TXTIC,48055,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221029,No Decision,wires,wires,0,,,,IRWIN,,2022/02/18 16:38:12+00,2022/02/15 23:38:20+00,{D1BE3C5C-6F87-4142-A00B-4D1DB94061B7},0,,,0.00901046890523025,-3.73866095548732e-06
15709,Cherryville,Wildfire Daily Fire Perimeter,Mixed Methods,27.7701167791436,2022/04/03 16:23:26+00,2022/04/03 16:55:08+00,2022/03/19 16:55:00+00,27.7701186373772,{05902853-6130-47CB-8A4D-2F7FE7168A18},2022 NIFS,,DEFAULT,,2022/03/20 00:50:18+00,2022/03/22 02:00:42+00,28,28,TXTIC,,,,,,,,,Undetermined,Undetermined,,,,2022/03/19 21:55:08+00,Type 5 Incident,2022/03/22 02:00:56+00,,,,,,,SACC,,,,,,Cherryville,,WF,FI,29.81666667,-97.8075,,,{F627E3B6-C5B6-4842-9A32-0F71025A8DB9},,0,,,,,0,221799,100,,,Caldwell,TXTIC,48055,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221799,No Decision,wires,wires,0,,,,IRWIN,,2022/03/22 02:00:53+00,2022/03/20 00:13:35+00,{E5DDC155-DC43-4377-AFCD-ED0E2D6365B1},0,,,0.0169203534294638,-1.04882340543479e-05
